image_id,relative_source_image_path,relative_xml_path,preview_path,object_count,small_box_count,duplicate_group_id,sampling_reason,review_status,reviewer_notes
levle3_118,data/raw/acne04/Classification/JPEGImages/levle3_118.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_118.xml,images/levle3_118.jpg,65,1,,highest_object_count,Pending,
levle3_123,data/raw/acne04/Classification/JPEGImages/levle3_123.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_123.xml,images/levle3_123.jpg,55,50,,contains_very_small_box,Pending,
levle3_128,data/raw/acne04/Classification/JPEGImages/levle3_128.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_128.xml,images/levle3_128.jpg,54,37,,contains_very_small_box,Pending,
levle3_131,data/raw/acne04/Classification/JPEGImages/levle3_131.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_131.xml,images/levle3_131.jpg,54,0,,unusual_aspect_ratio,Pending,
levle3_137,data/raw/acne04/Classification/JPEGImages/levle3_137.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_137.xml,images/levle3_137.jpg,58,37,,contains_very_small_box,Pending,
levle3_140,data/raw/acne04/Classification/JPEGImages/levle3_140.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_140.xml,images/levle3_140.jpg,54,16,acf8394dd155c64512e3cf445577307615150567a0b42bfa0ec26c5e770963a6,duplicate_group:acf8394dd155,Pending,
levle3_141,data/raw/acne04/Classification/JPEGImages/levle3_141.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_141.xml,images/levle3_141.jpg,63,28,,contains_very_small_box,Pending,
levle3_16,data/raw/acne04/Classification/JPEGImages/levle3_16.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_16.xml,images/levle3_16.jpg,65,0,,highest_object_count,Pending,
levle3_17,data/raw/acne04/Classification/JPEGImages/levle3_17.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_17.xml,images/levle3_17.jpg,65,0,,highest_object_count,Pending,
levle3_2,data/raw/acne04/Classification/JPEGImages/levle3_2.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_2.xml,images/levle3_2.jpg,65,1,,highest_object_count,Pending,
levle3_22,data/raw/acne04/Classification/JPEGImages/levle3_22.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_22.xml,images/levle3_22.jpg,65,9,,highest_object_count,Pending,
levle3_26,data/raw/acne04/Classification/JPEGImages/levle3_26.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_26.xml,images/levle3_26.jpg,62,38,,contains_very_small_box,Pending,
levle3_28,data/raw/acne04/Classification/JPEGImages/levle3_28.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_28.xml,images/levle3_28.jpg,62,31,,contains_very_small_box,Pending,
levle3_30,data/raw/acne04/Classification/JPEGImages/levle3_30.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_30.xml,images/levle3_30.jpg,54,32,,contains_very_small_box,Pending,
levle3_34,data/raw/acne04/Classification/JPEGImages/levle3_34.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_34.xml,images/levle3_34.jpg,65,1,,highest_object_count,Pending,
levle3_37,data/raw/acne04/Classification/JPEGImages/levle3_37.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_37.xml,images/levle3_37.jpg,55,50,,contains_very_small_box,Pending,
levle3_6,data/raw/acne04/Classification/JPEGImages/levle3_6.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_6.xml,images/levle3_6.jpg,65,0,,highest_object_count,Pending,
levle3_79,data/raw/acne04/Classification/JPEGImages/levle3_79.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_79.xml,images/levle3_79.jpg,59,0,,seeded_random,Pending,
levle3_91,data/raw/acne04/Classification/JPEGImages/levle3_91.jpg,data/raw/acne04/Detection/VOC2007/Annotations/levle3_91.xml,images/levle3_91.jpg,56,1,,unusual_large_box,Pending,
