path,detail
Annotations/levle3_125.xml,"Object 30: width=11, height=9; threshold=10px."
Annotations/levle3_125.xml,"Object 31: width=11, height=10; threshold=10px."
Annotations/levle3_125.xml,"Object 32: width=8, height=10; threshold=10px."
Annotations/levle3_125.xml,"Object 35: width=9, height=14; threshold=10px."
Annotations/levle3_125.xml,"Object 36: width=5, height=9; threshold=10px."
Annotations/levle3_125.xml,"Object 37: width=9, height=9; threshold=10px."
Annotations/levle3_125.xml,"Object 38: width=8, height=8; threshold=10px."
Annotations/levle3_125.xml,"Object 39: width=8, height=8; threshold=10px."
Annotations/levle3_125.xml,"Object 49: width=9, height=11; threshold=10px."
Annotations/levle3_125.xml,"Object 51: width=13, height=10; threshold=10px."
Annotations/levle3_126.xml,"Object 14: width=35, height=9; threshold=10px."
Annotations/levle3_126.xml,"Object 20: width=10, height=21; threshold=10px."
Annotations/levle3_127.xml,"Object 5: width=8, height=10; threshold=10px."
Annotations/levle3_127.xml,"Object 6: width=7, height=7; threshold=10px."
Annotations/levle3_127.xml,"Object 9: width=16, height=8; threshold=10px."
Annotations/levle3_127.xml,"Object 48: width=14, height=10; threshold=10px."
Annotations/levle3_127.xml,"Object 61: width=14, height=10; threshold=10px."
Annotations/levle3_127.xml,"Object 62: width=14, height=10; threshold=10px."
Annotations/levle3_128.xml,"Object 1: width=15, height=8; threshold=10px."
Annotations/levle3_128.xml,"Object 2: width=12, height=7; threshold=10px."
Annotations/levle3_128.xml,"Object 3: width=15, height=9; threshold=10px."
Annotations/levle3_128.xml,"Object 4: width=7, height=8; threshold=10px."
Annotations/levle3_128.xml,"Object 6: width=16, height=10; threshold=10px."
Annotations/levle3_128.xml,"Object 7: width=15, height=10; threshold=10px."
Annotations/levle3_128.xml,"Object 8: width=10, height=12; threshold=10px."
Annotations/levle3_128.xml,"Object 13: width=16, height=7; threshold=10px."
Annotations/levle3_128.xml,"Object 15: width=12, height=6; threshold=10px."
Annotations/levle3_128.xml,"Object 17: width=5, height=8; threshold=10px."
Annotations/levle3_128.xml,"Object 18: width=8, height=14; threshold=10px."
Annotations/levle3_128.xml,"Object 24: width=9, height=9; threshold=10px."
Annotations/levle3_128.xml,"Object 26: width=8, height=9; threshold=10px."
Annotations/levle3_128.xml,"Object 27: width=10, height=15; threshold=10px."
Annotations/levle3_128.xml,"Object 28: width=9, height=13; threshold=10px."
Annotations/levle3_128.xml,"Object 30: width=7, height=9; threshold=10px."
Annotations/levle3_128.xml,"Object 31: width=9, height=11; threshold=10px."
Annotations/levle3_128.xml,"Object 33: width=10, height=7; threshold=10px."
Annotations/levle3_128.xml,"Object 34: width=9, height=5; threshold=10px."
Annotations/levle3_128.xml,"Object 35: width=6, height=12; threshold=10px."
Annotations/levle3_128.xml,"Object 36: width=10, height=9; threshold=10px."
Annotations/levle3_128.xml,"Object 38: width=10, height=10; threshold=10px."
Annotations/levle3_128.xml,"Object 39: width=9, height=10; threshold=10px."
Annotations/levle3_128.xml,"Object 41: width=8, height=9; threshold=10px."
Annotations/levle3_128.xml,"Object 42: width=12, height=9; threshold=10px."
Annotations/levle3_128.xml,"Object 43: width=10, height=11; threshold=10px."
Annotations/levle3_128.xml,"Object 44: width=11, height=10; threshold=10px."
Annotations/levle3_128.xml,"Object 45: width=8, height=8; threshold=10px."
Annotations/levle3_128.xml,"Object 46: width=10, height=11; threshold=10px."
Annotations/levle3_128.xml,"Object 47: width=12, height=9; threshold=10px."
Annotations/levle3_128.xml,"Object 48: width=11, height=10; threshold=10px."
Annotations/levle3_128.xml,"Object 49: width=12, height=9; threshold=10px."
Annotations/levle3_128.xml,"Object 50: width=8, height=8; threshold=10px."
Annotations/levle3_128.xml,"Object 51: width=11, height=9; threshold=10px."
Annotations/levle3_128.xml,"Object 52: width=8, height=9; threshold=10px."
Annotations/levle3_128.xml,"Object 53: width=9, height=8; threshold=10px."
Annotations/levle3_128.xml,"Object 54: width=10, height=7; threshold=10px."
Annotations/levle3_136.xml,"Object 13: width=10, height=43; threshold=10px."
Annotations/levle3_137.xml,"Object 1: width=7, height=8; threshold=10px."
Annotations/levle3_137.xml,"Object 2: width=11, height=8; threshold=10px."
Annotations/levle3_137.xml,"Object 4: width=11, height=10; threshold=10px."
Annotations/levle3_137.xml,"Object 5: width=11, height=10; threshold=10px."
Annotations/levle3_137.xml,"Object 7: width=9, height=13; threshold=10px."
Annotations/levle3_137.xml,"Object 8: width=13, height=8; threshold=10px."
Annotations/levle3_137.xml,"Object 9: width=9, height=11; threshold=10px."
Annotations/levle3_137.xml,"Object 10: width=10, height=12; threshold=10px."
Annotations/levle3_137.xml,"Object 11: width=8, height=12; threshold=10px."
Annotations/levle3_137.xml,"Object 13: width=10, height=10; threshold=10px."
Annotations/levle3_137.xml,"Object 14: width=9, height=12; threshold=10px."
Annotations/levle3_137.xml,"Object 15: width=7, height=12; threshold=10px."
Annotations/levle3_137.xml,"Object 16: width=20, height=10; threshold=10px."
Annotations/levle3_137.xml,"Object 17: width=9, height=12; threshold=10px."
Annotations/levle3_137.xml,"Object 18: width=11, height=9; threshold=10px."
Annotations/levle3_137.xml,"Object 19: width=12, height=9; threshold=10px."
Annotations/levle3_137.xml,"Object 20: width=10, height=12; threshold=10px."
Annotations/levle3_137.xml,"Object 23: width=10, height=8; threshold=10px."
Annotations/levle3_137.xml,"Object 26: width=9, height=12; threshold=10px."
Annotations/levle3_137.xml,"Object 30: width=13, height=10; threshold=10px."
Annotations/levle3_137.xml,"Object 34: width=9, height=10; threshold=10px."
Annotations/levle3_137.xml,"Object 35: width=9, height=11; threshold=10px."
Annotations/levle3_137.xml,"Object 38: width=6, height=10; threshold=10px."
Annotations/levle3_137.xml,"Object 39: width=13, height=9; threshold=10px."
Annotations/levle3_137.xml,"Object 40: width=17, height=8; threshold=10px."
Annotations/levle3_137.xml,"Object 41: width=15, height=10; threshold=10px."
Annotations/levle3_137.xml,"Object 45: width=9, height=8; threshold=10px."
Annotations/levle3_137.xml,"Object 46: width=11, height=10; threshold=10px."
Annotations/levle3_137.xml,"Object 48: width=10, height=11; threshold=10px."
Annotations/levle3_137.xml,"Object 49: width=11, height=9; threshold=10px."
Annotations/levle3_137.xml,"Object 52: width=9, height=10; threshold=10px."
Annotations/levle3_137.xml,"Object 53: width=7, height=6; threshold=10px."
Annotations/levle3_137.xml,"Object 54: width=7, height=6; threshold=10px."
Annotations/levle3_137.xml,"Object 55: width=9, height=11; threshold=10px."
Annotations/levle3_137.xml,"Object 56: width=11, height=8; threshold=10px."
Annotations/levle3_137.xml,"Object 57: width=7, height=8; threshold=10px."
Annotations/levle3_137.xml,"Object 58: width=10, height=9; threshold=10px."
Annotations/levle3_140.xml,"Object 2: width=10, height=7; threshold=10px."
Annotations/levle3_140.xml,"Object 15: width=10, height=16; threshold=10px."
Annotations/levle3_140.xml,"Object 19: width=10, height=9; threshold=10px."
Annotations/levle3_140.xml,"Object 21: width=10, height=13; threshold=10px."
Annotations/levle3_140.xml,"Object 24: width=9, height=10; threshold=10px."
Annotations/levle3_140.xml,"Object 25: width=10, height=11; threshold=10px."
Annotations/levle3_140.xml,"Object 29: width=10, height=12; threshold=10px."
Annotations/levle3_140.xml,"Object 31: width=10, height=9; threshold=10px."
Annotations/levle3_140.xml,"Object 35: width=8, height=8; threshold=10px."
Annotations/levle3_140.xml,"Object 36: width=8, height=8; threshold=10px."
Annotations/levle3_140.xml,"Object 37: width=10, height=11; threshold=10px."
Annotations/levle3_140.xml,"Object 39: width=14, height=10; threshold=10px."
Annotations/levle3_140.xml,"Object 45: width=9, height=11; threshold=10px."
Annotations/levle3_140.xml,"Object 48: width=10, height=12; threshold=10px."
Annotations/levle3_140.xml,"Object 50: width=10, height=9; threshold=10px."
Annotations/levle3_140.xml,"Object 51: width=10, height=8; threshold=10px."
Annotations/levle3_141.xml,"Object 1: width=12, height=9; threshold=10px."
Annotations/levle3_141.xml,"Object 2: width=6, height=12; threshold=10px."
Annotations/levle3_141.xml,"Object 3: width=7, height=13; threshold=10px."
Annotations/levle3_141.xml,"Object 6: width=9, height=12; threshold=10px."
Annotations/levle3_141.xml,"Object 8: width=9, height=14; threshold=10px."
Annotations/levle3_141.xml,"Object 11: width=9, height=12; threshold=10px."
Annotations/levle3_141.xml,"Object 19: width=14, height=8; threshold=10px."
Annotations/levle3_141.xml,"Object 22: width=13, height=10; threshold=10px."
Annotations/levle3_141.xml,"Object 26: width=10, height=13; threshold=10px."
Annotations/levle3_141.xml,"Object 31: width=10, height=14; threshold=10px."
Annotations/levle3_141.xml,"Object 34: width=4, height=13; threshold=10px."
Annotations/levle3_141.xml,"Object 35: width=6, height=10; threshold=10px."
Annotations/levle3_141.xml,"Object 38: width=9, height=18; threshold=10px."
Annotations/levle3_141.xml,"Object 39: width=10, height=13; threshold=10px."
Annotations/levle3_141.xml,"Object 43: width=16, height=10; threshold=10px."
Annotations/levle3_141.xml,"Object 44: width=10, height=11; threshold=10px."
Annotations/levle3_141.xml,"Object 46: width=12, height=7; threshold=10px."
Annotations/levle3_141.xml,"Object 48: width=13, height=9; threshold=10px."
Annotations/levle3_141.xml,"Object 50: width=8, height=12; threshold=10px."
Annotations/levle3_141.xml,"Object 51: width=9, height=8; threshold=10px."
Annotations/levle3_141.xml,"Object 52: width=10, height=10; threshold=10px."
Annotations/levle3_141.xml,"Object 54: width=8, height=9; threshold=10px."
Annotations/levle3_141.xml,"Object 55: width=13, height=10; threshold=10px."
Annotations/levle3_141.xml,"Object 56: width=13, height=9; threshold=10px."
Annotations/levle3_141.xml,"Object 57: width=12, height=6; threshold=10px."
Annotations/levle3_141.xml,"Object 58: width=10, height=7; threshold=10px."
Annotations/levle3_141.xml,"Object 61: width=9, height=12; threshold=10px."
Annotations/levle3_141.xml,"Object 63: width=10, height=6; threshold=10px."
Annotations/levle3_145.xml,"Object 8: width=9, height=8; threshold=10px."
Annotations/levle3_19.xml,"Object 12: width=9, height=26; threshold=10px."
Annotations/levle3_19.xml,"Object 27: width=7, height=30; threshold=10px."
Annotations/levle3_19.xml,"Object 33: width=9, height=20; threshold=10px."
Annotations/levle3_2.xml,"Object 32: width=12, height=8; threshold=10px."
Annotations/levle3_20.xml,"Object 35: width=7, height=13; threshold=10px."
Annotations/levle3_22.xml,"Object 6: width=8, height=15; threshold=10px."
Annotations/levle3_22.xml,"Object 26: width=10, height=11; threshold=10px."
Annotations/levle3_22.xml,"Object 40: width=8, height=11; threshold=10px."
Annotations/levle3_22.xml,"Object 46: width=13, height=10; threshold=10px."
Annotations/levle3_22.xml,"Object 50: width=6, height=16; threshold=10px."
Annotations/levle3_22.xml,"Object 53: width=17, height=10; threshold=10px."
Annotations/levle3_22.xml,"Object 61: width=9, height=10; threshold=10px."
Annotations/levle3_22.xml,"Object 63: width=11, height=7; threshold=10px."
Annotations/levle3_22.xml,"Object 65: width=8, height=20; threshold=10px."
Annotations/levle3_25.xml,"Object 9: width=13, height=9; threshold=10px."
Annotations/levle3_25.xml,"Object 52: width=22, height=9; threshold=10px."
Annotations/levle3_26.xml,"Object 9: width=17, height=10; threshold=10px."
Annotations/levle3_26.xml,"Object 11: width=8, height=10; threshold=10px."
Annotations/levle3_26.xml,"Object 16: width=10, height=11; threshold=10px."
Annotations/levle3_26.xml,"Object 17: width=10, height=10; threshold=10px."
Annotations/levle3_26.xml,"Object 18: width=8, height=8; threshold=10px."
Annotations/levle3_26.xml,"Object 19: width=9, height=12; threshold=10px."
Annotations/levle3_26.xml,"Object 20: width=9, height=11; threshold=10px."
Annotations/levle3_26.xml,"Object 22: width=9, height=7; threshold=10px."
Annotations/levle3_26.xml,"Object 23: width=10, height=11; threshold=10px."
Annotations/levle3_26.xml,"Object 24: width=5, height=7; threshold=10px."
Annotations/levle3_26.xml,"Object 25: width=9, height=11; threshold=10px."
Annotations/levle3_26.xml,"Object 26: width=8, height=11; threshold=10px."
Annotations/levle3_26.xml,"Object 27: width=8, height=7; threshold=10px."
Annotations/levle3_26.xml,"Object 28: width=8, height=9; threshold=10px."
Annotations/levle3_26.xml,"Object 29: width=7, height=6; threshold=10px."
Annotations/levle3_26.xml,"Object 30: width=12, height=9; threshold=10px."
Annotations/levle3_26.xml,"Object 31: width=15, height=9; threshold=10px."
Annotations/levle3_26.xml,"Object 32: width=10, height=11; threshold=10px."
Annotations/levle3_26.xml,"Object 34: width=9, height=9; threshold=10px."
Annotations/levle3_26.xml,"Object 35: width=10, height=14; threshold=10px."
Annotations/levle3_26.xml,"Object 41: width=9, height=10; threshold=10px."
Annotations/levle3_26.xml,"Object 44: width=9, height=14; threshold=10px."
Annotations/levle3_26.xml,"Object 45: width=10, height=8; threshold=10px."
Annotations/levle3_26.xml,"Object 46: width=10, height=10; threshold=10px."
Annotations/levle3_26.xml,"Object 47: width=8, height=11; threshold=10px."
Annotations/levle3_26.xml,"Object 48: width=9, height=8; threshold=10px."
Annotations/levle3_26.xml,"Object 49: width=10, height=9; threshold=10px."
Annotations/levle3_26.xml,"Object 51: width=10, height=9; threshold=10px."
Annotations/levle3_26.xml,"Object 52: width=9, height=11; threshold=10px."
Annotations/levle3_26.xml,"Object 53: width=10, height=12; threshold=10px."
Annotations/levle3_26.xml,"Object 54: width=10, height=7; threshold=10px."
Annotations/levle3_26.xml,"Object 55: width=10, height=10; threshold=10px."
Annotations/levle3_26.xml,"Object 57: width=8, height=7; threshold=10px."
Annotations/levle3_26.xml,"Object 58: width=10, height=10; threshold=10px."
Annotations/levle3_26.xml,"Object 59: width=11, height=7; threshold=10px."
Annotations/levle3_26.xml,"Object 60: width=10, height=9; threshold=10px."
Annotations/levle3_26.xml,"Object 61: width=10, height=10; threshold=10px."
Annotations/levle3_26.xml,"Object 62: width=11, height=10; threshold=10px."
Annotations/levle3_27.xml,"Object 3: width=10, height=20; threshold=10px."
Annotations/levle3_27.xml,"Object 34: width=9, height=10; threshold=10px."
Annotations/levle3_27.xml,"Object 42: width=10, height=9; threshold=10px."
Annotations/levle3_27.xml,"Object 50: width=8, height=18; threshold=10px."
Annotations/levle3_27.xml,"Object 53: width=8, height=16; threshold=10px."
Annotations/levle3_28.xml,"Object 1: width=12, height=9; threshold=10px."
Annotations/levle3_28.xml,"Object 2: width=9, height=13; threshold=10px."
Annotations/levle3_28.xml,"Object 3: width=8, height=9; threshold=10px."
Annotations/levle3_28.xml,"Object 4: width=8, height=12; threshold=10px."
Annotations/levle3_28.xml,"Object 5: width=10, height=12; threshold=10px."
Annotations/levle3_28.xml,"Object 7: width=9, height=14; threshold=10px."
Annotations/levle3_28.xml,"Object 8: width=14, height=10; threshold=10px."
Annotations/levle3_28.xml,"Object 11: width=5, height=6; threshold=10px."
Annotations/levle3_28.xml,"Object 16: width=9, height=11; threshold=10px."
Annotations/levle3_28.xml,"Object 23: width=19, height=8; threshold=10px."
Annotations/levle3_28.xml,"Object 29: width=19, height=10; threshold=10px."
Annotations/levle3_28.xml,"Object 32: width=11, height=9; threshold=10px."
Annotations/levle3_28.xml,"Object 33: width=9, height=9; threshold=10px."
Annotations/levle3_28.xml,"Object 35: width=10, height=10; threshold=10px."
Annotations/levle3_28.xml,"Object 36: width=9, height=10; threshold=10px."
Annotations/levle3_28.xml,"Object 38: width=10, height=8; threshold=10px."
Annotations/levle3_28.xml,"Object 39: width=11, height=8; threshold=10px."
Annotations/levle3_28.xml,"Object 40: width=9, height=7; threshold=10px."
Annotations/levle3_28.xml,"Object 41: width=8, height=8; threshold=10px."
Annotations/levle3_28.xml,"Object 42: width=7, height=8; threshold=10px."
Annotations/levle3_28.xml,"Object 43: width=10, height=8; threshold=10px."
Annotations/levle3_28.xml,"Object 44: width=11, height=9; threshold=10px."
Annotations/levle3_28.xml,"Object 45: width=11, height=10; threshold=10px."
Annotations/levle3_28.xml,"Object 46: width=11, height=10; threshold=10px."
Annotations/levle3_28.xml,"Object 50: width=14, height=9; threshold=10px."
Annotations/levle3_28.xml,"Object 51: width=12, height=10; threshold=10px."
Annotations/levle3_28.xml,"Object 52: width=12, height=8; threshold=10px."
Annotations/levle3_28.xml,"Object 53: width=9, height=9; threshold=10px."
Annotations/levle3_28.xml,"Object 56: width=10, height=8; threshold=10px."
Annotations/levle3_28.xml,"Object 58: width=9, height=8; threshold=10px."
Annotations/levle3_28.xml,"Object 59: width=10, height=13; threshold=10px."
Annotations/levle3_29.xml,"Object 1: width=9, height=13; threshold=10px."
Annotations/levle3_29.xml,"Object 2: width=10, height=10; threshold=10px."
Annotations/levle3_29.xml,"Object 3: width=8, height=8; threshold=10px."
Annotations/levle3_29.xml,"Object 4: width=10, height=13; threshold=10px."
Annotations/levle3_29.xml,"Object 7: width=24, height=9; threshold=10px."
Annotations/levle3_29.xml,"Object 10: width=10, height=10; threshold=10px."
Annotations/levle3_29.xml,"Object 12: width=8, height=16; threshold=10px."
Annotations/levle3_29.xml,"Object 13: width=10, height=15; threshold=10px."
Annotations/levle3_29.xml,"Object 14: width=12, height=10; threshold=10px."
Annotations/levle3_29.xml,"Object 16: width=9, height=16; threshold=10px."
Annotations/levle3_29.xml,"Object 17: width=13, height=8; threshold=10px."
Annotations/levle3_29.xml,"Object 19: width=10, height=13; threshold=10px."
Annotations/levle3_29.xml,"Object 21: width=10, height=14; threshold=10px."
Annotations/levle3_29.xml,"Object 24: width=10, height=12; threshold=10px."
Annotations/levle3_29.xml,"Object 34: width=21, height=10; threshold=10px."
Annotations/levle3_29.xml,"Object 39: width=11, height=10; threshold=10px."
Annotations/levle3_29.xml,"Object 43: width=8, height=10; threshold=10px."
Annotations/levle3_29.xml,"Object 44: width=7, height=8; threshold=10px."
Annotations/levle3_29.xml,"Object 45: width=8, height=7; threshold=10px."
Annotations/levle3_29.xml,"Object 48: width=12, height=10; threshold=10px."
Annotations/levle3_29.xml,"Object 49: width=10, height=12; threshold=10px."
Annotations/levle3_29.xml,"Object 51: width=13, height=10; threshold=10px."
Annotations/levle3_30.xml,"Object 6: width=9, height=9; threshold=10px."
Annotations/levle3_30.xml,"Object 8: width=10, height=9; threshold=10px."
Annotations/levle3_30.xml,"Object 9: width=9, height=12; threshold=10px."
Annotations/levle3_30.xml,"Object 10: width=9, height=10; threshold=10px."
Annotations/levle3_30.xml,"Object 11: width=10, height=11; threshold=10px."
Annotations/levle3_30.xml,"Object 12: width=10, height=11; threshold=10px."
Annotations/levle3_30.xml,"Object 14: width=14, height=10; threshold=10px."
Annotations/levle3_30.xml,"Object 15: width=6, height=12; threshold=10px."
Annotations/levle3_30.xml,"Object 17: width=10, height=10; threshold=10px."
Annotations/levle3_30.xml,"Object 19: width=9, height=11; threshold=10px."
Annotations/levle3_30.xml,"Object 21: width=11, height=10; threshold=10px."
Annotations/levle3_30.xml,"Object 23: width=13, height=10; threshold=10px."
Annotations/levle3_30.xml,"Object 28: width=9, height=12; threshold=10px."
Annotations/levle3_30.xml,"Object 30: width=7, height=12; threshold=10px."
Annotations/levle3_30.xml,"Object 34: width=12, height=9; threshold=10px."
Annotations/levle3_30.xml,"Object 38: width=10, height=8; threshold=10px."
Annotations/levle3_30.xml,"Object 39: width=11, height=8; threshold=10px."
Annotations/levle3_30.xml,"Object 40: width=9, height=12; threshold=10px."
Annotations/levle3_30.xml,"Object 41: width=9, height=10; threshold=10px."
Annotations/levle3_30.xml,"Object 42: width=9, height=7; threshold=10px."
Annotations/levle3_30.xml,"Object 43: width=6, height=10; threshold=10px."
Annotations/levle3_30.xml,"Object 44: width=9, height=9; threshold=10px."
Annotations/levle3_30.xml,"Object 45: width=8, height=8; threshold=10px."
Annotations/levle3_30.xml,"Object 46: width=10, height=9; threshold=10px."
Annotations/levle3_30.xml,"Object 47: width=8, height=9; threshold=10px."
Annotations/levle3_30.xml,"Object 48: width=8, height=8; threshold=10px."
Annotations/levle3_30.xml,"Object 49: width=9, height=10; threshold=10px."
Annotations/levle3_30.xml,"Object 50: width=10, height=14; threshold=10px."
Annotations/levle3_30.xml,"Object 51: width=7, height=12; threshold=10px."
Annotations/levle3_30.xml,"Object 52: width=12, height=8; threshold=10px."
Annotations/levle3_30.xml,"Object 53: width=11, height=10; threshold=10px."
Annotations/levle3_30.xml,"Object 54: width=14, height=10; threshold=10px."
Annotations/levle3_31.xml,"Object 27: width=12, height=9; threshold=10px."
Annotations/levle3_33.xml,"Object 1: width=24, height=8; threshold=10px."
Annotations/levle3_33.xml,"Object 7: width=10, height=20; threshold=10px."
Annotations/levle3_33.xml,"Object 38: width=17, height=9; threshold=10px."
Annotations/levle3_34.xml,"Object 11: width=12, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 1: width=7, height=8; threshold=10px."
Annotations/levle3_37.xml,"Object 2: width=8, height=8; threshold=10px."
Annotations/levle3_37.xml,"Object 3: width=8, height=7; threshold=10px."
Annotations/levle3_37.xml,"Object 4: width=7, height=10; threshold=10px."
Annotations/levle3_37.xml,"Object 5: width=13, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 6: width=8, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 7: width=8, height=7; threshold=10px."
Annotations/levle3_37.xml,"Object 8: width=5, height=6; threshold=10px."
Annotations/levle3_37.xml,"Object 10: width=6, height=6; threshold=10px."
Annotations/levle3_37.xml,"Object 11: width=8, height=7; threshold=10px."
Annotations/levle3_37.xml,"Object 12: width=11, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 13: width=4, height=7; threshold=10px."
Annotations/levle3_37.xml,"Object 14: width=7, height=7; threshold=10px."
Annotations/levle3_37.xml,"Object 15: width=9, height=7; threshold=10px."
Annotations/levle3_37.xml,"Object 16: width=8, height=5; threshold=10px."
Annotations/levle3_37.xml,"Object 17: width=8, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 18: width=8, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 19: width=7, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 20: width=6, height=5; threshold=10px."
Annotations/levle3_37.xml,"Object 21: width=9, height=6; threshold=10px."
Annotations/levle3_37.xml,"Object 22: width=5, height=7; threshold=10px."
Annotations/levle3_37.xml,"Object 23: width=7, height=7; threshold=10px."
Annotations/levle3_37.xml,"Object 24: width=9, height=10; threshold=10px."
Annotations/levle3_37.xml,"Object 25: width=13, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 26: width=5, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 27: width=7, height=11; threshold=10px."
Annotations/levle3_37.xml,"Object 28: width=8, height=10; threshold=10px."
Annotations/levle3_37.xml,"Object 29: width=8, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 31: width=8, height=6; threshold=10px."
Annotations/levle3_37.xml,"Object 32: width=6, height=6; threshold=10px."
Annotations/levle3_37.xml,"Object 33: width=11, height=10; threshold=10px."
Annotations/levle3_37.xml,"Object 34: width=8, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 35: width=9, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 36: width=8, height=7; threshold=10px."
Annotations/levle3_37.xml,"Object 37: width=9, height=10; threshold=10px."
Annotations/levle3_37.xml,"Object 39: width=10, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 40: width=8, height=12; threshold=10px."
Annotations/levle3_37.xml,"Object 41: width=6, height=8; threshold=10px."
Annotations/levle3_37.xml,"Object 42: width=7, height=8; threshold=10px."
Annotations/levle3_37.xml,"Object 43: width=10, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 45: width=7, height=7; threshold=10px."
Annotations/levle3_37.xml,"Object 46: width=7, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 47: width=9, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 48: width=13, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 49: width=9, height=10; threshold=10px."
Annotations/levle3_37.xml,"Object 50: width=7, height=6; threshold=10px."
Annotations/levle3_37.xml,"Object 51: width=9, height=8; threshold=10px."
Annotations/levle3_37.xml,"Object 52: width=6, height=9; threshold=10px."
Annotations/levle3_37.xml,"Object 53: width=8, height=8; threshold=10px."
Annotations/levle3_37.xml,"Object 55: width=7, height=9; threshold=10px."
Annotations/levle3_39.xml,"Object 23: width=9, height=12; threshold=10px."
Annotations/levle3_41.xml,"Object 28: width=4, height=7; threshold=10px."
Annotations/levle3_45.xml,"Object 4: width=13, height=9; threshold=10px."
Annotations/levle3_45.xml,"Object 7: width=10, height=13; threshold=10px."
Annotations/levle3_45.xml,"Object 25: width=16, height=9; threshold=10px."
Annotations/levle3_45.xml,"Object 28: width=10, height=12; threshold=10px."
Annotations/levle3_45.xml,"Object 33: width=13, height=9; threshold=10px."
Annotations/levle3_45.xml,"Object 34: width=16, height=10; threshold=10px."
Annotations/levle3_45.xml,"Object 35: width=14, height=9; threshold=10px."
Annotations/levle3_45.xml,"Object 40: width=10, height=13; threshold=10px."
Annotations/levle3_45.xml,"Object 46: width=12, height=9; threshold=10px."
Annotations/levle3_45.xml,"Object 47: width=11, height=10; threshold=10px."
Annotations/levle3_45.xml,"Object 48: width=10, height=13; threshold=10px."
Annotations/levle3_45.xml,"Object 51: width=11, height=10; threshold=10px."
Annotations/levle3_45.xml,"Object 53: width=8, height=12; threshold=10px."
Annotations/levle3_48.xml,"Object 1: width=6, height=12; threshold=10px."
Annotations/levle3_48.xml,"Object 3: width=16, height=10; threshold=10px."
Annotations/levle3_48.xml,"Object 5: width=9, height=8; threshold=10px."
Annotations/levle3_48.xml,"Object 6: width=7, height=12; threshold=10px."
Annotations/levle3_48.xml,"Object 9: width=18, height=8; threshold=10px."
Annotations/levle3_48.xml,"Object 11: width=17, height=8; threshold=10px."
Annotations/levle3_48.xml,"Object 13: width=8, height=14; threshold=10px."
Annotations/levle3_48.xml,"Object 21: width=14, height=10; threshold=10px."
Annotations/levle3_48.xml,"Object 29: width=20, height=6; threshold=10px."
Annotations/levle3_48.xml,"Object 46: width=14, height=9; threshold=10px."
Annotations/levle3_48.xml,"Object 48: width=14, height=10; threshold=10px."
Annotations/levle3_48.xml,"Object 49: width=10, height=10; threshold=10px."
Annotations/levle3_48.xml,"Object 50: width=9, height=8; threshold=10px."
Annotations/levle3_48.xml,"Object 58: width=10, height=11; threshold=10px."
Annotations/levle3_49.xml,"Object 2: width=4, height=4; threshold=10px."
Annotations/levle3_50.xml,"Object 34: width=7, height=7; threshold=10px."
Annotations/levle3_56.xml,"Object 19: width=9, height=13; threshold=10px."
Annotations/levle3_56.xml,"Object 23: width=24, height=8; threshold=10px."
Annotations/levle3_56.xml,"Object 35: width=17, height=8; threshold=10px."
Annotations/levle3_56.xml,"Object 36: width=15, height=10; threshold=10px."
Annotations/levle3_56.xml,"Object 51: width=9, height=9; threshold=10px."
Annotations/levle3_57.xml,"Object 22: width=10, height=12; threshold=10px."
Annotations/levle3_59.xml,"Object 10: width=4, height=4; threshold=10px."
Annotations/levle3_63.xml,"Object 33: width=16, height=10; threshold=10px."
Annotations/levle3_63.xml,"Object 41: width=15, height=8; threshold=10px."
Annotations/levle3_63.xml,"Object 42: width=18, height=10; threshold=10px."
Annotations/levle3_64.xml,"Object 26: width=10, height=17; threshold=10px."
Annotations/levle3_65.xml,"Object 46: width=10, height=18; threshold=10px."
Annotations/levle3_65.xml,"Object 53: width=7, height=16; threshold=10px."
Annotations/levle3_65.xml,"Object 58: width=11, height=10; threshold=10px."
Annotations/levle3_71.xml,"Object 8: width=24, height=8; threshold=10px."
Annotations/levle3_71.xml,"Object 35: width=4, height=5; threshold=10px."
Annotations/levle3_73.xml,"Object 33: width=6, height=7; threshold=10px."
Annotations/levle3_78.xml,"Object 1: width=12, height=9; threshold=10px."
Annotations/levle3_78.xml,"Object 7: width=9, height=11; threshold=10px."
Annotations/levle3_78.xml,"Object 8: width=14, height=10; threshold=10px."
